MLII,V5,Sample
-0.145,-0.065,0
-0.145,-0.065,1
-0.145,-0.065,2
-0.145,-0.065,3
-0.145,-0.065,4
-0.145,-0.065,5
-0.145,-0.065,6
-0.145,-0.065,7
-0.12,-0.08,8
-0.135,-0.08,9
-0.145,-0.085,10
-0.15,-0.085,11
-0.16,-0.075,12
-0.155,-0.07,13
-0.16,-0.07,14
-0.175,-0.065,15
-0.18,-0.055,16
-0.185,-0.05,17
-0.17,-0.05,18
-0.155,-0.04,19
-0.175,-0.04,20
-0.18,-0.055,21
-0.19,-0.075,22
-0.18,-0.08,23
-0.155,-0.085,24
-0.135,-0.07,25
-0.155,-0.08,26
-0.19,-0.08,27
-0.205,-0.09,28
-0.235,-0.095,29
-0.225,-0.09,30
-0.245,-0.095,31
-0.25,-0.11,32
-0.26,-0.12,33
-0.275,-0.145,34
-0.275,-0.135,35
-0.275,-0.105,36
-0.265,-0.095,37
-0.255,-0.105,38
-0.265,-0.12,39
-0.275,-0.135,40
-0.29,-0.125,41
-0.29,-0.125,42
-0.29,-0.115,43
-0.29,-0.115,44
-0.285,-0.125,45
-0.295,-0.14,46
-0.305,-0.14,47
-0.285,-0.13,48
-0.275,-0.125,49
-0.275,-0.14,50
-0.28,-0.145,51
-0.285,-0.15,52
-0.305,-0.15,53
-0.29,-0.13,54
-0.3,-0.115,55
-0.28,-0.125,56
-0.29,-0.135,57
-0.3,-0.16,58
-0.315,-0.195,59
-0.32,-0.2,60
-0.335,-0.205,61
-0.36,-0.225,62
-0.385,-0.255,63
-0.385,-0.3,64
-0.405,-0.29,65
-0.455,-0.235,66
-0.485,-0.13,67
-0.485,-0.035,68
-0.425,0.05,69
-0.33,0.12,70
-0.22,0.2,71
-0.07,0.31,72
0.12,0.435,73
0.375,0.535,74
0.62,0.58,75
0.78,0.475,76
0.84,0.21,77
0.765,-0.085,78
0.52,-0.23,79
0.17,-0.25,80
-0.165,-0.215,81
-0.365,-0.18,82
-0.435,-0.185,83
-0.425,-0.16,84
-0.37,-0.15,85
-0.33,-0.15,86
-0.325,-0.18,87
-0.335,-0.18,88
-0.345,-0.16,89
-0.33,-0.165,90
-0.325,-0.17,91
-0.315,-0.165,92
-0.31,-0.185,93
-0.32,-0.185,94
-0.335,-0.185,95
-0.34,-0.17,96
-0.325,-0.16,97
-0.345,-0.155,98
-0.335,-0.175,99
-0.33,-0.195,100
-0.335,-0.185,101
-0.33,-0.185,102
-0.325,-0.175,103
-0.33,-0.175,104
-0.33,-0.195,105
-0.345,-0.19,106
-0.355,-0.18,107
-0.335,-0.165,108
-0.325,-0.17,109
-0.305,-0.17,110
-0.32,-0.17,111
-0.32,-0.19,112
-0.33,-0.185,113
-0.34,-0.18,114
-0.335,-0.17,115
-0.34,-0.175,116
-0.345,-0.19,117
-0.355,-0.2,118
-0.355,-0.195,119
-0.34,-0.185,120
-0.33,-0.17,121
-0.33,-0.17,122
-0.33,-0.185,123
-0.34,-0.195,124
-0.35,-0.175,125
-0.325,-0.2,126
-0.325,-0.185,127
-0.33,-0.18,128
-0.33,-0.185,129
-0.335,-0.205,130
-0.335,-0.19,131
-0.34,-0.18,132
-0.33,-0.185,133
-0.34,-0.2,134
-0.35,-0.215,135
-0.355,-0.205,136
-0.35,-0.21,137
-0.345,-0.2,138
-0.33,-0.185,139
-0.32,-0.205,140
-0.335,-0.2,141
-0.33,-0.21,142
-0.345,-0.205,143
-0.33,-0.185,144
-0.335,-0.185,145
-0.335,-0.2,146
-0.345,-0.215,147
-0.345,-0.225,148
-0.355,-0.22,149
-0.34,-0.2,150
-0.34,-0.2,151
-0.335,-0.215,152
-0.33,-0.225,153
-0.35,-0.235,154
-0.35,-0.245,155
-0.345,-0.24,156
-0.335,-0.24,157
-0.335,-0.24,158
-0.335,-0.245,159
-0.35,-0.26,160
-0.355,-0.26,161
-0.355,-0.265,162
-0.345,-0.265,163
-0.345,-0.28,164
-0.335,-0.285,165
-0.35,-0.295,166
-0.36,-0.295,167
-0.36,-0.3,168
-0.36,-0.29,169
-0.365,-0.3,170
-0.36,-0.315,171
-0.37,-0.315,172
-0.385,-0.315,173
-0.37,-0.315,174
-0.36,-0.31,175
-0.355,-0.31,176
-0.36,-0.325,177
-0.375,-0.33,178
-0.375,-0.325,179
-0.365,-0.315,180
-0.365,-0.305,181
-0.36,-0.305,182
-0.36,-0.29,183
-0.365,-0.29,184
-0.37,-0.275,185
-0.355,-0.27,186
-0.33,-0.245,187
-0.325,-0.24,188
-0.325,-0.25,189
-0.335,-0.25,190
-0.34,-0.235,191
-0.315,-0.22,192
-0.3,-0.195,193
-0.3,-0.19,194
-0.29,-0.19,195
-0.295,-0.19,196
-0.29,-0.18,197
-0.285,-0.16,198
-0.275,-0.145,199
-0.255,-0.15,200
-0.25,-0.16,201
-0.25,-0.16,202
-0.265,-0.155,203
-0.255,-0.145,204
-0.245,-0.14,205
-0.23,-0.16,206
-0.245,-0.15,207
-0.245,-0.175,208
-0.255,-0.17,209
-0.255,-0.16,210
-0.24,-0.16,211
-0.25,-0.15,212
-0.255,-0.155,213
-0.245,-0.16,214
-0.255,-0.17,215
-0.25,-0.155,216
-0.25,-0.155,217
-0.265,-0.15,218
-0.26,-0.165,219
-0.26,-0.175,220
-0.265,-0.165,221
-0.27,-0.165,222
-0.265,-0.16,223
-0.26,-0.16,224
-0.275,-0.18,225
-0.28,-0.175,226
-0.29,-0.185,227
-0.275,-0.165,228
-0.27,-0.15,229
-0.26,-0.15,230
-0.28,-0.17,231
-0.28,-0.185,232
-0.285,-0.195,233
-0.275,-0.19,234
-0.275,-0.19,235
-0.265,-0.185,236
-0.27,-0.19,237
-0.285,-0.21,238
-0.29,-0.195,239
-0.28,-0.19,240
-0.275,-0.18,241
-0.285,-0.205,242
-0.28,-0.215,243
-0.3,-0.225,244
-0.3,-0.21,245
-0.305,-0.205,246
-0.295,-0.195,247
-0.3,-0.2,248
-0.31,-0.195,249
-0.31,-0.21,250
-0.305,-0.215,251
-0.295,-0.205,252
-0.285,-0.185,253
-0.285,-0.195,254
-0.29,-0.195,255
-0.295,-0.22,256
-0.31,-0.22,257
-0.29,-0.21,258
-0.295,-0.215,259
-0.3,-0.22,260
-0.305,-0.22,261
-0.31,-0.225,262
-0.325,-0.21,263
-0.31,-0.2,264
-0.3,-0.21,265
-0.29,-0.225,266
-0.31,-0.23,267
-0.325,-0.225,268
-0.33,-0.22,269
-0.315,-0.23,270
-0.3,-0.21,271
-0.305,-0.215,272
-0.31,-0.215,273
-0.32,-0.23,274
-0.33,-0.215,275
-0.325,-0.22,276
-0.315,-0.205,277
-0.31,-0.205,278
-0.305,-0.21,279
-0.305,-0.215,280
-0.31,-0.225,281
-0.3,-0.215,282
-0.305,-0.215,283
-0.29,-0.215,284
-0.3,-0.225,285
-0.3,-0.225,286
-0.305,-0.225,287
-0.305,-0.205,288
-0.29,-0.195,289
-0.28,-0.21,290
-0.295,-0.21,291
-0.305,-0.215,292
-0.315,-0.235,293
-0.305,-0.23,294
-0.295,-0.22,295
-0.29,-0.22,296
-0.28,-0.23,297
-0.27,-0.225,298
-0.275,-0.23,299
-0.275,-0.215,300
-0.27,-0.195,301
-0.25,-0.195,302
-0.25,-0.19,303
-0.255,-0.2,304
-0.225,-0.195,305
-0.22,-0.18,306
-0.205,-0.17,307
-0.2,-0.18,308
-0.205,-0.175,309
-0.215,-0.195,310
-0.23,-0.195,311
-0.22,-0.17,312
-0.225,-0.175,313
-0.225,-0.175,314
-0.225,-0.18,315
-0.23,-0.185,316
-0.235,-0.185,317
-0.24,-0.175,318
-0.235,-0.175,319
-0.22,-0.175,320
-0.21,-0.19,321
-0.205,-0.205,322
-0.245,-0.2,323
-0.285,-0.205,324
-0.285,-0.205,325
-0.3,-0.215,326
-0.31,-0.215,327
-0.33,-0.225,328
-0.33,-0.215,329
-0.325,-0.21,330
-0.315,-0.2,331
-0.32,-0.215,332
-0.315,-0.225,333
-0.325,-0.245,334
-0.34,-0.245,335
-0.345,-0.25,336
-0.34,-0.225,337
-0.34,-0.23,338
-0.35,-0.235,339
-0.345,-0.24,340
-0.355,-0.235,341
-0.33,-0.235,342
-0.335,-0.22,343
-0.33,-0.23,344
-0.32,-0.24,345
-0.345,-0.24,346
-0.355,-0.245,347
-0.34,-0.225,348
-0.33,-0.225,349
-0.325,-0.235,350
-0.33,-0.25,351
-0.35,-0.27,352
-0.365,-0.28,353
-0.36,-0.29,354
-0.38,-0.3,355
-0.425,-0.33,356
-0.445,-0.36,357
-0.475,-0.355,358
-0.51,-0.305,359
-0.535,-0.205,360
-0.505,-0.08,361
-0.415,0.015,362
-0.3,0.065,363
-0.16,0.115,364
-0.015,0.19,365
0.235,0.3,366
0.49,0.41,367
0.72,0.495,368
0.875,0.485,369
0.94,0.36,370
0.905,0.105,371
0.755,-0.165,372
0.49,-0.35,373
0.165,-0.45,374
-0.11,-0.47,375
-0.27,-0.45,376
-0.39,-0.395,377
-0.45,-0.345,378
-0.475,-0.31,379
-0.455,-0.295,380
-0.425,-0.285,381
-0.39,-0.295,382
-0.39,-0.295,383
-0.385,-0.28,384
-0.39,-0.285,385
-0.38,-0.285,386
-0.38,-0.285,387
-0.38,-0.29,388
-0.395,-0.275,389
-0.385,-0.275,390
-0.385,-0.275,391
-0.385,-0.27,392
-0.375,-0.285,393
-0.395,-0.295,394
-0.41,-0.29,395
-0.41,-0.275,396
-0.4,-0.265,397
-0.395,-0.265,398
-0.39,-0.275,399
-0.405,-0.295,400
-0.395,-0.29,401
-0.385,-0.285,402
-0.375,-0.27,403
-0.39,-0.265,404
-0.39,-0.275,405
-0.405,-0.28,406
-0.41,-0.28,407
-0.41,-0.27,408
-0.39,-0.265,409
-0.39,-0.27,410
-0.395,-0.27,411
-0.405,-0.28,412
-0.415,-0.27,413
-0.4,-0.265,414
-0.41,-0.265,415
-0.405,-0.265,416
-0.41,-0.27,417
-0.415,-0.285,418
-0.41,-0.285,419
-0.4,-0.265,420
-0.4,-0.265,421
-0.395,-0.255,422
-0.39,-0.275,423
-0.405,-0.275,424
-0.41,-0.28,425
-0.39,-0.27,426
-0.39,-0.265,427
-0.385,-0.275,428
-0.385,-0.285,429
-0.41,-0.28,430
-0.405,-0.28,431
-0.395,-0.275,432
-0.39,-0.275,433
-0.375,-0.275,434
-0.39,-0.285,435
-0.395,-0.295,436
-0.41,-0.295,437
-0.4,-0.275,438
-0.39,-0.275,439
-0.39,-0.285,440
-0.385,-0.29,441
-0.405,-0.315,442
-0.415,-0.315,443
-0.415,-0.305,444
-0.4,-0.29,445
-0.395,-0.31,446
-0.405,-0.32,447
-0.415,-0.32,448
-0.42,-0.335,449
-0.42,-0.33,450
-0.41,-0.325,451
-0.415,-0.345,452
-0.425,-0.35,453
-0.42,-0.365,454
-0.435,-0.37,455
-0.43,-0.355,456
-0.43,-0.36,457
-0.42,-0.37,458
-0.43,-0.39,459
-0.45,-0.395,460
-0.455,-0.4,461
-0.45,-0.39,462
-0.435,-0.385,463
-0.445,-0.39,464
-0.45,-0.4,465
-0.455,-0.41,466
-0.47,-0.42,467
-0.46,-0.405,468
-0.455,-0.41,469
-0.45,-0.41,470
-0.455,-0.4,471
-0.47,-0.405,472
-0.475,-0.39,473
-0.46,-0.385,474
-0.45,-0.365,475
-0.445,-0.355,476
-0.44,-0.345,477
-0.435,-0.355,478
-0.44,-0.33,479
-0.41,-0.295,480
-0.395,-0.275,481
-0.37,-0.27,482
-0.365,-0.26,483
-0.36,-0.265,484
-0.365,-0.265,485
-0.34,-0.245,486
-0.325,-0.225,487
-0.315,-0.21,488
-0.32,-0.215,489
-0.33,-0.215,490
-0.33,-0.205,491
-0.32,-0.195,492
-0.31,-0.185,493
-0.3,-0.185,494
-0.3,-0.195,495
-0.32,-0.195,496
-0.32,-0.195,497
-0.315,-0.185,498
-0.305,-0.17,499
-0.305,-0.185,500
-0.295,-0.195,501
-0.32,-0.195,502
-0.33,-0.195,503
-0.305,-0.185,504
-0.31,-0.175,505
-0.3,-0.175,506
-0.3,-0.185,507
-0.32,-0.195,508
-0.325,-0.195,509
-0.31,-0.195,510
-0.305,-0.18,511
-0.315,-0.185,512
-0.305,-0.19,513
-0.315,-0.195,514
-0.315,-0.195,515
-0.31,-0.19,516
-0.295,-0.185,517
-0.29,-0.185,518
-0.305,-0.19,519
-0.31,-0.2,520
-0.32,-0.215,521
-0.315,-0.195,522
-0.3,-0.185,523
-0.315,-0.185,524
-0.315,-0.185,525
-0.315,-0.2,526
-0.33,-0.205,527
-0.315,-0.19,528
-0.32,-0.19,529
-0.315,-0.2,530
-0.325,-0.2,531
-0.335,-0.195,532
-0.34,-0.22,533
-0.335,-0.205,534
-0.335,-0.19,535
-0.33,-0.2,536
-0.325,-0.22,537
-0.345,-0.23,538
-0.35,-0.21,539
-0.345,-0.205,540
-0.335,-0.2,541
-0.33,-0.195,542
-0.33,-0.22,543
-0.345,-0.225,544
-0.345,-0.225,545
-0.345,-0.215,546
-0.32,-0.205,547
-0.33,-0.205,548
-0.335,-0.215,549
-0.34,-0.225,550
-0.355,-0.22,551
-0.335,-0.225,552
-0.33,-0.195,553
-0.33,-0.215,554
-0.335,-0.22,555
-0.355,-0.215,556
-0.36,-0.225,557
-0.355,-0.215,558
-0.35,-0.21,559
-0.34,-0.21,560
-0.345,-0.225,561
-0.345,-0.23,562
-0.345,-0.22,563
-0.345,-0.21,564
-0.33,-0.205,565
-0.33,-0.2,566
-0.335,-0.205,567
-0.345,-0.22,568
-0.35,-0.23,569
-0.35,-0.215,570
-0.34,-0.205,571
-0.33,-0.2,572
-0.345,-0.23,573
-0.345,-0.22,574
-0.355,-0.215,575
-0.35,-0.205,576
-0.34,-0.2,577
-0.33,-0.205,578
-0.34,-0.22,579
-0.34,-0.22,580
-0.34,-0.225,581
-0.33,-0.205,582
-0.335,-0.2,583
-0.33,-0.2,584
-0.335,-0.21,585
-0.345,-0.23,586
-0.345,-0.215,587
-0.34,-0.2,588
-0.33,-0.2,589
-0.315,-0.205,590
-0.295,-0.21,591
-0.3,-0.215,592
-0.295,-0.22,593
-0.285,-0.205,594
-0.275,-0.2,595
-0.265,-0.195,596
-0.265,-0.205,597
-0.265,-0.205,598
-0.255,-0.205,599
-0.25,-0.18,600
-0.24,-0.17,601
-0.225,-0.19,602
-0.215,-0.19,603
-0.24,-0.2,604
-0.245,-0.185,605
-0.24,-0.165,606
-0.245,-0.145,607
-0.235,-0.145,608
-0.245,-0.17,609
-0.25,-0.175,610
-0.275,-0.17,611
-0.275,-0.165,612
-0.265,-0.15,613
-0.25,-0.16,614
-0.225,-0.175,615
-0.22,-0.19,616
-0.23,-0.19,617
-0.265,-0.185,618
-0.27,-0.185,619
-0.28,-0.175,620
-0.285,-0.195,621
-0.305,-0.215,622
-0.32,-0.205,623
-0.34,-0.2,624
-0.33,-0.195,625
-0.335,-0.205,626
-0.335,-0.21,627
-0.355,-0.22,628
-0.37,-0.215,629
-0.36,-0.21,630
-0.345,-0.205,631
-0.35,-0.2,632
-0.355,-0.21,633
-0.365,-0.22,634
-0.375,-0.22,635
-0.38,-0.22,636
-0.37,-0.2,637
-0.365,-0.205,638
-0.365,-0.215,639
-0.38,-0.225,640
-0.385,-0.22,641
-0.38,-0.215,642
-0.375,-0.205,643
-0.355,-0.22,644
-0.37,-0.225,645
-0.39,-0.24,646
-0.405,-0.26,647
-0.41,-0.28,648
-0.435,-0.3,649
-0.465,-0.345,650
-0.49,-0.375,651
-0.52,-0.345,652
-0.555,-0.26,653
-0.57,-0.125,654
-0.525,0.025,655
-0.405,0.145,656
-0.25,0.26,657
-0.09,0.375,658
0.12,0.505,659
0.41,0.635,660
0.69,0.705,661
0.885,0.61,662
0.96,0.32,663
0.85,-0.045,664
0.52,-0.25,665
0.05,-0.27,666
-0.32,-0.24,667
-0.5,-0.24,668
-0.505,-0.25,669
-0.445,-0.255,670
-0.415,-0.245,671
-0.395,-0.245,672
-0.39,-0.245,673
-0.395,-0.255,674
-0.39,-0.26,675
-0.395,-0.26,676
-0.405,-0.27,677
-0.395,-0.245,678
-0.405,-0.245,679
-0.39,-0.25,680
-0.395,-0.265,681
-0.395,-0.27,682
-0.41,-0.27,683
-0.405,-0.265,684
-0.4,-0.26,685
-0.4,-0.26,686
-0.415,-0.27,687
-0.405,-0.28,688
-0.42,-0.28,689
-0.415,-0.27,690
-0.405,-0.255,691
-0.405,-0.265,692
-0.42,-0.28,693
-0.42,-0.29,694
-0.435,-0.275,695
-0.42,-0.265,696
-0.41,-0.255,697
-0.41,-0.26,698
-0.405,-0.26,699
-0.425,-0.28,700
-0.43,-0.28,701
-0.42,-0.265,702
-0.415,-0.26,703
-0.41,-0.255,704
-0.41,-0.26,705
-0.425,-0.275,706
-0.42,-0.27,707
-0.4,-0.275,708
-0.395,-0.265,709
-0.4,-0.265,710
-0.4,-0.27,711
-0.395,-0.28,712
-0.415,-0.285,713
-0.405,-0.28,714
-0.39,-0.255,715
-0.4,-0.27,716
-0.4,-0.28,717
-0.415,-0.29,718
-0.425,-0.29,719
-0.425,-0.27,720
-0.415,-0.27,721
-0.415,-0.285,722
-0.41,-0.3,723
-0.425,-0.3,724
-0.425,-0.3,725
-0.42,-0.295,726
-0.415,-0.275,727
-0.4,-0.295,728
-0.4,-0.3,729
-0.41,-0.31,730
-0.425,-0.31,731
-0.41,-0.315,732
-0.405,-0.31,733
-0.395,-0.31,734
-0.4,-0.335,735
-0.4,-0.345,736
-0.405,-0.355,737
-0.385,-0.35,738
-0.4,-0.345,739
-0.39,-0.36,740
-0.39,-0.37,741
-0.4,-0.375,742
-0.415,-0.385,743
-0.405,-0.37,744
-0.405,-0.37,745
-0.41,-0.385,746
-0.415,-0.4,747
-0.42,-0.415,748
-0.42,-0.405,749
-0.425,-0.41,750
-0.415,-0.39,751
-0.415,-0.405,752
-0.41,-0.41,753
-0.435,-0.425,754
-0.43,-0.42,755
-0.435,-0.41,756
-0.42,-0.405,757
-0.42,-0.4,758
-0.42,-0.4,759
-0.42,-0.405,760
-0.425,-0.385,761
-0.425,-0.365,762
-0.415,-0.345,763
-0.395,-0.335,764
-0.395,-0.325,765
-0.39,-0.31,766
-0.375,-0.295,767
-0.36,-0.275,768
-0.34,-0.255,769
-0.335,-0.25,770
-0.33,-0.24,771
-0.335,-0.245,772
-0.335,-0.23,773
-0.325,-0.205,774
-0.32,-0.2,775
-0.305,-0.2,776
-0.305,-0.205,777
-0.315,-0.21,778
-0.31,-0.22,779
-0.305,-0.195,780
-0.3,-0.19,781
-0.3,-0.2,782
-0.3,-0.2,783
-0.31,-0.21,784
-0.31,-0.2,785
-0.31,-0.19,786
-0.315,-0.175,787
-0.3,-0.2,788
-0.305,-0.205,789
-0.315,-0.21,790
-0.32,-0.2,791
-0.325,-0.2,792
-0.31,-0.18,793
-0.305,-0.19,794
-0.305,-0.19,795
-0.32,-0.205,796
-0.325,-0.205,797
-0.305,-0.195,798
-0.31,-0.185,799
-0.295,-0.19,800
-0.31,-0.19,801
-0.325,-0.21,802
-0.33,-0.21,803
-0.32,-0.205,804
-0.32,-0.205,805
-0.32,-0.2,806
-0.325,-0.215,807
-0.35,-0.225,808
-0.35,-0.21,809
-0.34,-0.21,810
-0.335,-0.21,811
-0.33,-0.215,812
-0.335,-0.225,813
-0.34,-0.225,814
-0.36,-0.23,815
-0.35,-0.21,816
-0.35,-0.21,817
-0.355,-0.23,818
-0.36,-0.25,819
-0.355,-0.25,820
-0.365,-0.245,821
-0.355,-0.23,822
-0.35,-0.215,823
-0.34,-0.23,824
-0.355,-0.24,825
-0.35,-0.245,826
-0.365,-0.245,827
-0.365,-0.24,828
-0.35,-0.215,829
-0.355,-0.225,830
-0.35,-0.24,831
-0.37,-0.24,832
-0.38,-0.245,833
-0.37,-0.24,834
-0.36,-0.23,835
-0.365,-0.235,836
-0.36,-0.24,837
-0.365,-0.23,838
-0.38,-0.25,839
-0.37,-0.225,840
-0.365,-0.215,841
-0.35,-0.23,842
-0.35,-0.24,843
-0.35,-0.25,844
-0.37,-0.265,845
-0.365,-0.23,846
